,metbinyearfuelsource,Meteo ID,SourceTypeID,Location-season,opModeBin,year,FuelId,1,2,3,5,6,31,33,79,87,90,91,98,100,101,102,105,106,107,110,112,115,116,117
17,133201721032,1,32,Atlanta Summer,33,2017,210,0.000462505555556,0.00368002777778,0.00133080277778,0.00027038,1.58701944444e-05,3.91802777778e-05,0.000529661111111,0.000192124444444,0.000250875833333,4.55513888889,5.861195015e-05,4.56188888889,3.96538888889e-05,,,,,,3.64813888889e-05,3.61438888889e-06,2.52991388889e-05,,
18,135201721032,1,32,Atlanta Summer,35,2017,210,0.000450694444444,0.00482291666667,0.00383025,0.000263475555556,1.58701944444e-05,5.75988888889e-05,0.00152443333333,0.000187218055556,0.000244469444444,6.69647222222,8.61652536225e-05,6.70305555556,7.11375e-05,,,,,,6.54461111111e-05,6.39322222222e-06,4.54555555556e-05,,
19,137201721032,1,32,Atlanta Summer,37,2017,210,0.000445541666667,0.00579280555556,0.00463802777778,0.000260462777778,1.58701944444e-05,7.87708333333e-05,0.00184593055556,0.0001850775,0.000241674166667,9.15791666667,0.000117837348525,9.16441666667,8.26533333333e-05,,,,,,7.60408333333e-05,7.35138888889e-06,5.28730555556e-05,,
20,138201721032,1,32,Atlanta Summer,38,2017,210,0.000646391666667,0.0288394444444,0.00616411111111,0.000377880555556,1.58701944444e-05,9.8115e-05,0.00245331666667,0.000268510833333,0.000350622222222,11.4068611111,0.000146775254665,11.4163055556,9.54463888889e-05,,,,,,8.78102777778e-05,8.64841666667e-06,6.09341666667e-05,,
21,139201721032,1,32,Atlanta Summer,39,2017,210,0.000754155555556,0.0303275,0.00742030555556,0.000440880555556,1.58701944444e-05,0.000122740277778,0.00295327777778,0.000313275,0.000409075,14.2698055556,0.0001836132155,14.2808333333,0.000130361944444,,,,,,0.0001199325,1.26472777778e-05,8.25819444444e-05,,
22,140201721032,1,32,Atlanta Summer,40,2017,210,0.000851763888889,0.0840291666667,0.0121788888889,0.000497941666667,1.58701944444e-05,0.000159971388889,0.00484719444444,0.000353822222222,0.000462022222222,18.5983055556,0.000239309311962,18.61075,0.000157808333333,,,,,,0.000145183333333,1.51397222222e-05,0.0001001,,
23,1300201721032,1,32,Atlanta Summer,300,2017,210,0.000219545555556,0.00213181944444,0.00266289166667,0.000128346388889,1.58701944444e-05,1.79799722222e-05,0.00105983055556,9.11991666667e-05,0.000119088055556,2.09035833333,2.68972034825e-05,2.09829444444,3.43088888889e-05,,,,,,3.15641666667e-05,2.90225e-06,2.206225e-05,,
24,1002017210032,1,32,Atlanta Summer,0,2017,2100,0.000209411944444,0.000931675,0.00209811111111,0.000122422222222,1.58701944444e-05,1.65435277778e-05,0.000835047222222,8.69897222222e-05,0.000113591111111,1.92335277778,2.47482917175e-05,1.92641388889,4.12308333333e-05,,,,,,3.79322222222e-05,3.47180555556e-06,2.65255833333e-05,,
25,1012017210032,1,32,Atlanta Summer,1,2017,2100,0.000165875,0.00075745,0.00331038888889,9.69705555556e-05,1.58701944444e-05,1.35206666667e-05,0.00131753333333,6.89044444444e-05,8.99755555556e-05,1.57191666667,2.02262568105e-05,1.57434166667,4.4415e-05,,,,,,4.08616666667e-05,3.71975e-06,2.85897222222e-05,,
26,1112017210032,1,32,Atlanta Summer,11,2017,2100,0.000250476666667,0.00272050555556,0.000911094444444,0.000146428611111,1.58701944444e-05,1.94120833333e-05,0.000362616666667,0.000104048055556,0.000135865833333,2.25685277778,2.9039533185e-05,2.26051388889,1.95653888889e-05,,,,,,1.80000833333e-05,1.70305833333e-06,1.25445e-05,,
27,1122017210032,1,32,Atlanta Summer,12,2017,2100,0.000287186111111,0.00401344444444,0.00250530833333,0.000167889166667,1.58701944444e-05,2.40823055556e-05,0.000997113888889,0.000119297222222,0.000155778333333,2.79980555556,3.6025997605e-05,2.804,2.52260277778e-05,,,,,,2.32078611111e-05,2.16960277778e-06,1.61940277778e-05,,
28,1132017210032,1,32,Atlanta Summer,13,2017,2100,0.000344922222222,0.00427661111111,0.00313119444444,0.000201641111111,1.58701944444e-05,3.61577777778e-05,0.00124621111111,0.000143280277778,0.000187095555556,4.20372222222,5.4090336495e-05,4.20877777778,4.03933333333e-05,,,,,,3.71616666667e-05,3.45036111111e-06,2.59490833333e-05,,
29,1142017210032,1,32,Atlanta Summer,14,2017,2100,0.000336405555556,0.00490383333333,0.00366513888889,0.0001966625,1.58701944444e-05,4.77186111111e-05,0.00145872222222,0.000139742777778,0.000182475833333,5.54777777778,7.13845740725e-05,5.55269444444,5.36536111111e-05,,,,,,4.93611111111e-05,4.57727777778e-06,3.44719444444e-05,,
30,1152017210032,1,32,Atlanta Summer,15,2017,2100,0.000326980555556,0.00598644444444,0.00439588888889,0.000191153611111,1.58701944444e-05,5.91038888889e-05,0.00174956388889,0.000135828333333,0.000177364444444,6.87141666667,8.84163189975e-05,6.87619444444,6.89461111111e-05,,,,,,6.343e-05,6.04011111111e-06,4.41755555556e-05,,
31,1162017210032,1,32,Atlanta Summer,16,2017,2100,0.000387986111111,0.00924427777778,0.00801738888889,0.000226817222222,1.58701944444e-05,7.61480555556e-05,0.00319091666667,0.000161169722222,0.000210455555556,8.853,0.000113913649428,8.85866666667,0.000114884444444,,,,,,0.000105693333333,1.05288888889e-05,7.32519444444e-05,,
32,1212017210032,1,32,Atlanta Summer,21,2017,2100,0.000306025,0.00361908333333,0.000483813888889,0.000178901666667,1.58701944444e-05,2.51931944444e-05,0.000192558333333,0.000127122222222,0.000165996388889,2.92897222222,3.7687836745e-05,2.93344444444,1.29659722222e-05,,,,,,1.19286666667e-05,1.19394444444e-06,8.26294444444e-06,,
33,1222017210032,1,32,Atlanta Summer,22,2017,2100,0.000336361111111,0.00458763888889,0.00286958333333,0.000196636388889,1.58701944444e-05,2.77661388889e-05,0.00114209444444,0.000139724166667,0.000182451666667,3.22811111111,4.15367636125e-05,3.23302777778,2.60859722222e-05,,,,,,2.39990277778e-05,2.27147222222e-06,1.67245833333e-05,,
34,1232017210032,1,32,Atlanta Summer,23,2017,2100,0.000382680555556,0.00586658333333,0.00337963888889,0.000223715277778,1.58701944444e-05,3.67680555556e-05,0.00134509444444,0.000158965555556,0.000207577222222,4.27466666667,5.5003400205e-05,4.28025,3.14352777778e-05,,,,,,2.89205555556e-05,2.74911388889e-06,2.01451944444e-05,,
35,1242017210032,1,32,Atlanta Summer,24,2017,2100,0.000362330555556,0.00692938888889,0.00393230555556,0.000211818055556,1.58701944444e-05,4.90894444444e-05,0.00156505555556,0.000150511666667,0.000196538333333,5.70713888889,7.3435281465e-05,5.71244444444,3.63952777778e-05,,,,,,3.34836111111e-05,3.17091666667e-06,2.33328611111e-05,,
36,1252017210032,1,32,Atlanta Summer,25,2017,2100,0.000325511111111,0.00716388888889,0.00453333333333,0.000190293611111,1.58701944444e-05,6.24563888889e-05,0.00180426666667,0.000135217222222,0.000176566666667,7.26119444444,9.343158734e-05,7.26594444444,4.84288888889e-05,,,,,,4.45544444444e-05,4.25644444444e-06,3.10188888889e-05,,
37,1272017210032,1,32,Atlanta Summer,27,2017,2100,0.000350511111111,0.00937969444444,0.00539433333333,0.000204909444444,1.58701944444e-05,8.53633333333e-05,0.00214694722222,0.000145602777778,0.000190128055556,9.92436111111,0.00012769938441,9.92947222222,6.0395e-05,,,,,,5.55633333333e-05,5.49094444444e-06,3.85427777778e-05,,
38,1282017210032,1,32,Atlanta Summer,28,2017,2100,0.000669272222222,0.0309938888889,0.00711966666667,0.000391255555556,1.58701944444e-05,0.000111709166667,0.00283363888889,0.000278016666667,0.000363033333333,12.9873333333,0.000167111458247,12.9971111111,0.000152387222222,,,,,,0.000140195833333,1.57533055556e-05,9.57886111111e-05,,
39,1292017210032,1,32,Atlanta Summer,29,2017,2100,0.000964358333333,0.0633180555556,0.00897280555556,0.000563763888889,1.58701944444e-05,0.000149852777778,0.00357116666667,0.000400594444444,0.000523097222222,17.4219166667,0.00022417241119,17.436,0.0002050425,,,,,,0.000188638611111,2.148375e-05,0.000128665833333,,
40,1302017210032,1,32,Atlanta Summer,30,2017,2100,0.00144006944444,0.216178055556,0.0136413333333,0.000841863888889,1.58701944444e-05,0.000166520277778,0.00542925,0.000598205555556,0.000781136111111,19.3596944444,0.00024910631707,19.38075,0.000550005555556,,,,,,0.000506002777778,5.99866666667e-05,0.000343316666667,,
41,1332017210032,1,32,Atlanta Summer,33,2017,2100,0.000462505555556,0.00368002777778,0.00133080277778,0.00027038,1.58701944444e-05,3.91802777778e-05,0.000529661111111,0.000192124444444,0.000250875833333,4.55513888889,5.861195015e-05,4.56188888889,3.96538888889e-05,,,,,,3.64813888889e-05,3.61438888889e-06,2.52991388889e-05,,
42,1352017210032,1,32,Atlanta Summer,35,2017,2100,0.000450694444444,0.00482291666667,0.00383025,0.000263475555556,1.58701944444e-05,5.75988888889e-05,0.00152443333333,0.000187218055556,0.000244469444444,6.69647222222,8.61652536225e-05,6.70305555556,7.11375e-05,,,,,,6.54461111111e-05,6.39322222222e-06,4.54555555556e-05,,
43,1372017210032,1,32,Atlanta Summer,37,2017,2100,0.000445541666667,0.00579280555556,0.00463802777778,0.000260462777778,1.58701944444e-05,7.87708333333e-05,0.00184593055556,0.0001850775,0.000241674166667,9.15791666667,0.000117837348525,9.16441666667,8.26533333333e-05,,,,,,7.60408333333e-05,7.35138888889e-06,5.28730555556e-05,,
44,1382017210032,1,32,Atlanta Summer,38,2017,2100,0.000646391666667,0.0288394444444,0.00616411111111,0.000377880555556,1.58701944444e-05,9.8115e-05,0.00245331666667,0.000268510833333,0.000350622222222,11.4068611111,0.000146775254665,11.4163055556,9.54463888889e-05,,,,,,8.78102777778e-05,8.64841666667e-06,6.09341666667e-05,,
45,1392017210032,1,32,Atlanta Summer,39,2017,2100,0.000754155555556,0.0303275,0.00742030555556,0.000440880555556,1.58701944444e-05,0.000122740277778,0.00295327777778,0.000313275,0.000409075,14.2698055556,0.0001836132155,14.2808333333,0.000130361944444,,,,,,0.0001199325,1.26472777778e-05,8.25819444444e-05,,
46,1402017210032,1,32,Atlanta Summer,40,2017,2100,0.000851763888889,0.0840291666667,0.0121788888889,0.000497941666667,1.58701944444e-05,0.000159971388889,0.00484719444444,0.000353822222222,0.000462022222222,18.5983055556,0.000239309311962,18.61075,0.000157808333333,,,,,,0.000145183333333,1.51397222222e-05,0.0001001,,
47,13002017210032,1,32,Atlanta Summer,300,2017,2100,0.000219545555556,0.00213181944444,0.00266289166667,0.000128346388889,1.58701944444e-05,1.79799722222e-05,0.00105983055556,9.11991666667e-05,0.000119088055556,2.09035833333,2.68972034825e-05,2.09829444444,3.43088888889e-05,,,,,,3.15641666667e-05,2.90225e-06,2.206225e-05,,
48,100201720232,1,32,Atlanta Summer,0,2017,202,0.000209411944444,0.000931675,0.00209811111111,0.000122422222222,1.58701944444e-05,1.65435277778e-05,0.000835047222222,8.69897222222e-05,0.000113591111111,1.92335277778,2.47482917175e-05,1.92641388889,4.12308333333e-05,,,,,,3.79322222222e-05,3.47180555556e-06,2.65255833333e-05,,
49,101201720232,1,32,Atlanta Summer,1,2017,202,0.000165875,0.00075745,0.00331038888889,9.69705555556e-05,1.58701944444e-05,1.35206666667e-05,0.00131753333333,6.89044444444e-05,8.99755555556e-05,1.57191666667,2.02262568105e-05,1.57434166667,4.4415e-05,,,,,,4.08616666667e-05,3.71975e-06,2.85897222222e-05,,
50,111201720232,1,32,Atlanta Summer,11,2017,202,0.000250476666667,0.00272050555556,0.000911094444444,0.000146428611111,1.58701944444e-05,1.94120833333e-05,0.000362616666667,0.000104048055556,0.000135865833333,2.25685277778,2.9039533185e-05,2.26051388889,1.95653888889e-05,,,,,,1.80000833333e-05,1.70305833333e-06,1.25445e-05,,
51,112201720232,1,32,Atlanta Summer,12,2017,202,0.000287186111111,0.00401344444444,0.00250530833333,0.000167889166667,1.58701944444e-05,2.40823055556e-05,0.000997113888889,0.000119297222222,0.000155778333333,2.79980555556,3.6025997605e-05,2.804,2.52260277778e-05,,,,,,2.32078611111e-05,2.16960277778e-06,1.61940277778e-05,,
52,113201720232,1,32,Atlanta Summer,13,2017,202,0.000344922222222,0.00427661111111,0.00313119444444,0.000201641111111,1.58701944444e-05,3.61577777778e-05,0.00124621111111,0.000143280277778,0.000187095555556,4.20372222222,5.4090336495e-05,4.20877777778,4.03933333333e-05,,,,,,3.71616666667e-05,3.45036111111e-06,2.59490833333e-05,,
53,114201720232,1,32,Atlanta Summer,14,2017,202,0.000336405555556,0.00490383333333,0.00366513888889,0.0001966625,1.58701944444e-05,4.77186111111e-05,0.00145872222222,0.000139742777778,0.000182475833333,5.54777777778,7.13845740725e-05,5.55269444444,5.36536111111e-05,,,,,,4.93611111111e-05,4.57727777778e-06,3.44719444444e-05,,
54,115201720232,1,32,Atlanta Summer,15,2017,202,0.000326980555556,0.00598644444444,0.00439588888889,0.000191153611111,1.58701944444e-05,5.91038888889e-05,0.00174956388889,0.000135828333333,0.000177364444444,6.87141666667,8.84163189975e-05,6.87619444444,6.89461111111e-05,,,,,,6.343e-05,6.04011111111e-06,4.41755555556e-05,,
55,116201720232,1,32,Atlanta Summer,16,2017,202,0.000387986111111,0.00924427777778,0.00801738888889,0.000226817222222,1.58701944444e-05,7.61480555556e-05,0.00319091666667,0.000161169722222,0.000210455555556,8.853,0.000113913649428,8.85866666667,0.000114884444444,,,,,,0.000105693333333,1.05288888889e-05,7.32519444444e-05,,
56,121201720232,1,32,Atlanta Summer,21,2017,202,0.000306025,0.00361908333333,0.000483813888889,0.000178901666667,1.58701944444e-05,2.51931944444e-05,0.000192558333333,0.000127122222222,0.000165996388889,2.92897222222,3.7687836745e-05,2.93344444444,1.29659722222e-05,,,,,,1.19286666667e-05,1.19394444444e-06,8.26294444444e-06,,
57,122201720232,1,32,Atlanta Summer,22,2017,202,0.000336361111111,0.00458763888889,0.00286958333333,0.000196636388889,1.58701944444e-05,2.77661388889e-05,0.00114209444444,0.000139724166667,0.000182451666667,3.22811111111,4.15367636125e-05,3.23302777778,2.60859722222e-05,,,,,,2.39990277778e-05,2.27147222222e-06,1.67245833333e-05,,
58,123201720232,1,32,Atlanta Summer,23,2017,202,0.000382680555556,0.00586658333333,0.00337963888889,0.000223715277778,1.58701944444e-05,3.67680555556e-05,0.00134509444444,0.000158965555556,0.000207577222222,4.27466666667,5.5003400205e-05,4.28025,3.14352777778e-05,,,,,,2.89205555556e-05,2.74911388889e-06,2.01451944444e-05,,
59,124201720232,1,32,Atlanta Summer,24,2017,202,0.000362330555556,0.00692938888889,0.00393230555556,0.000211818055556,1.58701944444e-05,4.90894444444e-05,0.00156505555556,0.000150511666667,0.000196538333333,5.70713888889,7.3435281465e-05,5.71244444444,3.63952777778e-05,,,,,,3.34836111111e-05,3.17091666667e-06,2.33328611111e-05,,
60,125201720232,1,32,Atlanta Summer,25,2017,202,0.000325511111111,0.00716388888889,0.00453333333333,0.000190293611111,1.58701944444e-05,6.24563888889e-05,0.00180426666667,0.000135217222222,0.000176566666667,7.26119444444,9.343158734e-05,7.26594444444,4.84288888889e-05,,,,,,4.45544444444e-05,4.25644444444e-06,3.10188888889e-05,,
61,127201720232,1,32,Atlanta Summer,27,2017,202,0.000350511111111,0.00937969444444,0.00539433333333,0.000204909444444,1.58701944444e-05,8.53633333333e-05,0.00214694722222,0.000145602777778,0.000190128055556,9.92436111111,0.00012769938441,9.92947222222,6.0395e-05,,,,,,5.55633333333e-05,5.49094444444e-06,3.85427777778e-05,,
62,128201720232,1,32,Atlanta Summer,28,2017,202,0.000669272222222,0.0309938888889,0.00711966666667,0.000391255555556,1.58701944444e-05,0.000111709166667,0.00283363888889,0.000278016666667,0.000363033333333,12.9873333333,0.000167111458247,12.9971111111,0.000152387222222,,,,,,0.000140195833333,1.57533055556e-05,9.57886111111e-05,,
63,129201720232,1,32,Atlanta Summer,29,2017,202,0.000964358333333,0.0633180555556,0.00897280555556,0.000563763888889,1.58701944444e-05,0.000149852777778,0.00357116666667,0.000400594444444,0.000523097222222,17.4219166667,0.00022417241119,17.436,0.0002050425,,,,,,0.000188638611111,2.148375e-05,0.000128665833333,,
64,130201720232,1,32,Atlanta Summer,30,2017,202,0.00144006944444,0.216178055556,0.0136413333333,0.000841863888889,1.58701944444e-05,0.000166520277778,0.00542925,0.000598205555556,0.000781136111111,19.3596944444,0.00024910631707,19.38075,0.000550005555556,,,,,,0.000506002777778,5.99866666667e-05,0.000343316666667,,
65,133201720232,1,32,Atlanta Summer,33,2017,202,0.000462505555556,0.00368002777778,0.00133080277778,0.00027038,1.58701944444e-05,3.91802777778e-05,0.000529661111111,0.000192124444444,0.000250875833333,4.55513888889,5.861195015e-05,4.56188888889,3.96538888889e-05,,,,,,3.64813888889e-05,3.61438888889e-06,2.52991388889e-05,,
66,135201720232,1,32,Atlanta Summer,35,2017,202,0.000450694444444,0.00482291666667,0.00383025,0.000263475555556,1.58701944444e-05,5.75988888889e-05,0.00152443333333,0.000187218055556,0.000244469444444,6.69647222222,8.61652536225e-05,6.70305555556,7.11375e-05,,,,,,6.54461111111e-05,6.39322222222e-06,4.54555555556e-05,,
67,137201720232,1,32,Atlanta Summer,37,2017,202,0.000445541666667,0.00579280555556,0.00463802777778,0.000260462777778,1.58701944444e-05,7.87708333333e-05,0.00184593055556,0.0001850775,0.000241674166667,9.15791666667,0.000117837348525,9.16441666667,8.26533333333e-05,,,,,,7.60408333333e-05,7.35138888889e-06,5.28730555556e-05,,
68,138201720232,1,32,Atlanta Summer,38,2017,202,0.000646391666667,0.0288394444444,0.00616411111111,0.000377880555556,1.58701944444e-05,9.8115e-05,0.00245331666667,0.000268510833333,0.000350622222222,11.4068611111,0.000146775254665,11.4163055556,9.54463888889e-05,,,,,,8.78102777778e-05,8.64841666667e-06,6.09341666667e-05,,
69,139201720232,1,32,Atlanta Summer,39,2017,202,0.000754155555556,0.0303275,0.00742030555556,0.000440880555556,1.58701944444e-05,0.000122740277778,0.00295327777778,0.000313275,0.000409075,14.2698055556,0.0001836132155,14.2808333333,0.000130361944444,,,,,,0.0001199325,1.26472777778e-05,8.25819444444e-05,,
70,140201720232,1,32,Atlanta Summer,40,2017,202,0.000851763888889,0.0840291666667,0.0121788888889,0.000497941666667,1.58701944444e-05,0.000159971388889,0.00484719444444,0.000353822222222,0.000462022222222,18.5983055556,0.000239309311962,18.61075,0.000157808333333,,,,,,0.000145183333333,1.51397222222e-05,0.0001001,,
71,1300201720232,1,32,Atlanta Summer,300,2017,202,0.000219545555556,0.00213181944444,0.00266289166667,0.000128346388889,1.58701944444e-05,1.79799722222e-05,0.00105983055556,9.11991666667e-05,0.000119088055556,2.09035833333,2.68972034825e-05,2.09829444444,3.43088888889e-05,,,,,,3.15641666667e-05,2.90225e-06,2.206225e-05,,
72,100201722032,1,32,Atlanta Summer,0,2017,220,0.000209411944444,0.000931675,0.00209811111111,0.000122422222222,1.58701944444e-05,1.65435277778e-05,0.000835047222222,8.69897222222e-05,0.000113591111111,1.92335277778,2.47482917175e-05,1.92641388889,4.12308333333e-05,,,,,,3.79322222222e-05,3.47180555556e-06,2.65255833333e-05,,
73,101201722032,1,32,Atlanta Summer,1,2017,220,0.000165875,0.00075745,0.00331038888889,9.69705555556e-05,1.58701944444e-05,1.35206666667e-05,0.00131753333333,6.89044444444e-05,8.99755555556e-05,1.57191666667,2.02262568105e-05,1.57434166667,4.4415e-05,,,,,,4.08616666667e-05,3.71975e-06,2.85897222222e-05,,
74,111201722032,1,32,Atlanta Summer,11,2017,220,0.000250476666667,0.00272050555556,0.000911094444444,0.000146428611111,1.58701944444e-05,1.94120833333e-05,0.000362616666667,0.000104048055556,0.000135865833333,2.25685277778,2.9039533185e-05,2.26051388889,1.95653888889e-05,,,,,,1.80000833333e-05,1.70305833333e-06,1.25445e-05,,
75,112201722032,1,32,Atlanta Summer,12,2017,220,0.000287186111111,0.00401344444444,0.00250530833333,0.000167889166667,1.58701944444e-05,2.40823055556e-05,0.000997113888889,0.000119297222222,0.000155778333333,2.79980555556,3.6025997605e-05,2.804,2.52260277778e-05,,,,,,2.32078611111e-05,2.16960277778e-06,1.61940277778e-05,,
76,113201722032,1,32,Atlanta Summer,13,2017,220,0.000344922222222,0.00427661111111,0.00313119444444,0.000201641111111,1.58701944444e-05,3.61577777778e-05,0.00124621111111,0.000143280277778,0.000187095555556,4.20372222222,5.4090336495e-05,4.20877777778,4.03933333333e-05,,,,,,3.71616666667e-05,3.45036111111e-06,2.59490833333e-05,,
77,114201722032,1,32,Atlanta Summer,14,2017,220,0.000336405555556,0.00490383333333,0.00366513888889,0.0001966625,1.58701944444e-05,4.77186111111e-05,0.00145872222222,0.000139742777778,0.000182475833333,5.54777777778,7.13845740725e-05,5.55269444444,5.36536111111e-05,,,,,,4.93611111111e-05,4.57727777778e-06,3.44719444444e-05,,
78,115201722032,1,32,Atlanta Summer,15,2017,220,0.000326980555556,0.00598644444444,0.00439588888889,0.000191153611111,1.58701944444e-05,5.91038888889e-05,0.00174956388889,0.000135828333333,0.000177364444444,6.87141666667,8.84163189975e-05,6.87619444444,6.89461111111e-05,,,,,,6.343e-05,6.04011111111e-06,4.41755555556e-05,,
79,116201722032,1,32,Atlanta Summer,16,2017,220,0.000387986111111,0.00924427777778,0.00801738888889,0.000226817222222,1.58701944444e-05,7.61480555556e-05,0.00319091666667,0.000161169722222,0.000210455555556,8.853,0.000113913649428,8.85866666667,0.000114884444444,,,,,,0.000105693333333,1.05288888889e-05,7.32519444444e-05,,
80,121201722032,1,32,Atlanta Summer,21,2017,220,0.000306025,0.00361908333333,0.000483813888889,0.000178901666667,1.58701944444e-05,2.51931944444e-05,0.000192558333333,0.000127122222222,0.000165996388889,2.92897222222,3.7687836745e-05,2.93344444444,1.29659722222e-05,,,,,,1.19286666667e-05,1.19394444444e-06,8.26294444444e-06,,
